number_of_targets,number_of_species,threshold
1.24,1.0,22
2.13,2.0,22
2.87,3.0,22
3.34,4.0,22
3.71,5.0,22
3.93,6.0,22
4.15,7.0,22
4.27,8.0,22
4.44,9.0,22
4.57,10.0,22
4.66,11.0,22
4.71,12.0,22
4.74,13.0,22
4.77,14.0,22
4.8,15.0,22
4.87,16.0,22
4.89,17.0,22
4.92,18.0,22
4.93,19.0,22
4.95,20.0,22
4.96,21.0,22
4.96,22.0,22
4.97,23.0,22
4.97,24.0,22
4.98,25.0,22
5.0,26.0,22
5.0,27.0,22
5.0,28.0,22
5.0,29.0,22
5.0,30.0,22
5.0,31.0,22
5.0,32.0,22
5.0,33.0,22
5.0,34.0,22
5.0,35.0,22
5.0,36.0,22
5.0,37.0,22
5.0,38.0,22
5.0,39.0,22
5.0,40.0,22
5.0,41.0,22
5.0,42.0,22
5.0,43.0,22
5.0,44.0,22
5.0,45.0,22
5.0,46.0,22
5.0,47.0,22
5.0,48.0,22
5.0,49.0,22
5.0,50.0,22
5.0,51.0,22
5.0,52.0,22
5.0,53.0,22
5.0,54.0,22
5.0,55.0,22
5.0,56.0,22
5.0,57.0,22
5.0,58.0,22
5.0,59.0,22
5.0,60.0,22
5.0,61.0,22
5.0,62.0,22
5.0,63.0,22
5.0,64.0,22
5.0,65.0,22
5.0,66.0,22
5.0,67.0,22
5.0,68.0,22
5.0,69.0,22
5.0,70.0,22
5.0,71.0,22
5.0,72.0,22
5.0,73.0,22
5.0,74.0,22
5.0,75.0,22
5.0,76.0,22
5.0,77.0,22
5.0,78.0,22
5.0,79.0,22
5.0,80.0,22
5.0,81.0,22
5.0,82.0,22
5.0,83.0,22
5.0,84.0,22
5.0,85.0,22
5.0,86.0,22
5.0,87.0,22
5.0,88.0,22
5.0,89.0,22
5.0,90.0,22
5.0,91.0,22
5.0,92.0,22
5.0,93.0,22
5.0,94.0,22
5.0,95.0,22
5.0,96.0,22
5.0,97.0,22
5.0,98.0,22
5.0,99.0,22
5.0,100.0,22
5.0,101.0,22
5.0,102.0,22
5.0,103.0,22
5.0,104.0,22
5.0,105.0,22
5.0,106.0,22
5.0,107.0,22
5.0,108.0,22
