number_of_targets,number_of_species,threshold
1.04,1.0,36
1.58,2.0,36
2.06,3.0,36
2.62,4.0,36
2.96,5.0,36
3.27,6.0,36
3.46,7.0,36
3.7,8.0,36
3.91,9.0,36
4.01,10.0,36
4.09,11.0,36
4.22,12.0,36
4.32,13.0,36
4.43,14.0,36
4.52,15.0,36
4.59,16.0,36
4.61,17.0,36
4.66,18.0,36
4.69,19.0,36
4.72,20.0,36
4.73,21.0,36
4.74,22.0,36
4.78,23.0,36
4.81,24.0,36
4.86,25.0,36
4.9,26.0,36
4.92,27.0,36
4.94,28.0,36
4.94,29.0,36
4.95,30.0,36
4.95,31.0,36
4.95,32.0,36
4.98,33.0,36
4.98,34.0,36
4.98,35.0,36
4.98,36.0,36
4.98,37.0,36
4.99,38.0,36
4.99,39.0,36
5.0,40.0,36
5.0,41.0,36
5.0,42.0,36
5.0,43.0,36
5.0,44.0,36
5.0,45.0,36
5.0,46.0,36
5.0,47.0,36
5.0,48.0,36
5.0,49.0,36
5.0,50.0,36
5.0,51.0,36
5.0,52.0,36
5.0,53.0,36
5.0,54.0,36
5.0,55.0,36
5.0,56.0,36
5.0,57.0,36
5.0,58.0,36
5.0,59.0,36
5.0,60.0,36
5.0,61.0,36
5.0,62.0,36
5.0,63.0,36
5.0,64.0,36
5.0,65.0,36
5.0,66.0,36
5.0,67.0,36
5.0,68.0,36
5.0,69.0,36
5.0,70.0,36
5.0,71.0,36
5.0,72.0,36
5.0,73.0,36
5.0,74.0,36
5.0,75.0,36
5.0,76.0,36
5.0,77.0,36
5.0,78.0,36
5.0,79.0,36
5.0,80.0,36
5.0,81.0,36
5.0,82.0,36
5.0,83.0,36
5.0,84.0,36
5.0,85.0,36
5.0,86.0,36
5.0,87.0,36
5.0,88.0,36
5.0,89.0,36
5.0,90.0,36
5.0,91.0,36
5.0,92.0,36
5.0,93.0,36
5.0,94.0,36
5.0,95.0,36
5.0,96.0,36
5.0,97.0,36
5.0,98.0,36
5.0,99.0,36
5.0,100.0,36
5.0,101.0,36
5.0,102.0,36
5.0,103.0,36
5.0,104.0,36
5.0,105.0,36
5.0,106.0,36
5.0,107.0,36
5.0,108.0,36
