number_of_targets,number_of_species,threshold
1.31,1.0,21
2.29,2.0,21
2.76,3.0,21
3.4,4.0,21
3.72,5.0,21
3.97,6.0,21
4.24,7.0,21
4.35,8.0,21
4.53,9.0,21
4.57,10.0,21
4.67,11.0,21
4.73,12.0,21
4.75,13.0,21
4.78,14.0,21
4.8,15.0,21
4.83,16.0,21
4.85,17.0,21
4.88,18.0,21
4.89,19.0,21
4.91,20.0,21
4.93,21.0,21
4.94,22.0,21
4.95,23.0,21
4.98,24.0,21
4.99,25.0,21
5.0,26.0,21
5.0,27.0,21
5.0,28.0,21
5.0,29.0,21
5.0,30.0,21
5.0,31.0,21
5.0,32.0,21
5.0,33.0,21
5.0,34.0,21
5.0,35.0,21
5.0,36.0,21
5.0,37.0,21
5.0,38.0,21
5.0,39.0,21
5.0,40.0,21
5.0,41.0,21
5.0,42.0,21
5.0,43.0,21
5.0,44.0,21
5.0,45.0,21
5.0,46.0,21
5.0,47.0,21
5.0,48.0,21
5.0,49.0,21
5.0,50.0,21
5.0,51.0,21
5.0,52.0,21
5.0,53.0,21
5.0,54.0,21
5.0,55.0,21
5.0,56.0,21
5.0,57.0,21
5.0,58.0,21
5.0,59.0,21
5.0,60.0,21
5.0,61.0,21
5.0,62.0,21
5.0,63.0,21
5.0,64.0,21
5.0,65.0,21
5.0,66.0,21
5.0,67.0,21
5.0,68.0,21
5.0,69.0,21
5.0,70.0,21
5.0,71.0,21
5.0,72.0,21
5.0,73.0,21
5.0,74.0,21
5.0,75.0,21
5.0,76.0,21
5.0,77.0,21
5.0,78.0,21
5.0,79.0,21
5.0,80.0,21
5.0,81.0,21
5.0,82.0,21
5.0,83.0,21
5.0,84.0,21
5.0,85.0,21
5.0,86.0,21
5.0,87.0,21
5.0,88.0,21
5.0,89.0,21
5.0,90.0,21
5.0,91.0,21
5.0,92.0,21
5.0,93.0,21
5.0,94.0,21
5.0,95.0,21
5.0,96.0,21
5.0,97.0,21
5.0,98.0,21
5.0,99.0,21
5.0,100.0,21
5.0,101.0,21
5.0,102.0,21
5.0,103.0,21
5.0,104.0,21
5.0,105.0,21
5.0,106.0,21
5.0,107.0,21
5.0,108.0,21
