number_of_targets,number_of_species,threshold
1.41,1.0,22
2.42,2.0,22
3.08,3.0,22
3.52,4.0,22
3.91,5.0,22
4.25,6.0,22
4.36,7.0,22
4.5,8.0,22
4.62,9.0,22
4.69,10.0,22
4.8,11.0,22
4.85,12.0,22
4.9,13.0,22
4.91,14.0,22
4.91,15.0,22
4.94,16.0,22
4.95,17.0,22
4.97,18.0,22
4.99,19.0,22
4.99,20.0,22
4.99,21.0,22
4.99,22.0,22
5.0,23.0,22
5.0,24.0,22
5.0,25.0,22
5.0,26.0,22
5.0,27.0,22
5.0,28.0,22
5.0,29.0,22
5.0,30.0,22
5.0,31.0,22
5.0,32.0,22
5.0,33.0,22
5.0,34.0,22
5.0,35.0,22
5.0,36.0,22
5.0,37.0,22
5.0,38.0,22
5.0,39.0,22
5.0,40.0,22
5.0,41.0,22
5.0,42.0,22
5.0,43.0,22
5.0,44.0,22
5.0,45.0,22
5.0,46.0,22
5.0,47.0,22
5.0,48.0,22
5.0,49.0,22
5.0,50.0,22
5.0,51.0,22
5.0,52.0,22
5.0,53.0,22
5.0,54.0,22
5.0,55.0,22
5.0,56.0,22
5.0,57.0,22
5.0,58.0,22
5.0,59.0,22
5.0,60.0,22
5.0,61.0,22
5.0,62.0,22
5.0,63.0,22
5.0,64.0,22
5.0,65.0,22
5.0,66.0,22
5.0,67.0,22
5.0,68.0,22
5.0,69.0,22
5.0,70.0,22
5.0,71.0,22
5.0,72.0,22
5.0,73.0,22
5.0,74.0,22
5.0,75.0,22
5.0,76.0,22
5.0,77.0,22
5.0,78.0,22
5.0,79.0,22
5.0,80.0,22
5.0,81.0,22
5.0,82.0,22
5.0,83.0,22
5.0,84.0,22
5.0,85.0,22
5.0,86.0,22
5.0,87.0,22
5.0,88.0,22
5.0,89.0,22
5.0,90.0,22
5.0,91.0,22
5.0,92.0,22
5.0,93.0,22
5.0,94.0,22
5.0,95.0,22
5.0,96.0,22
5.0,97.0,22
5.0,98.0,22
5.0,99.0,22
5.0,100.0,22
5.0,101.0,22
5.0,102.0,22
5.0,103.0,22
5.0,104.0,22
5.0,105.0,22
5.0,106.0,22
5.0,107.0,22
5.0,108.0,22
