number_of_targets,number_of_species,threshold
2.42,1.0,10
3.55,2.0,10
4.1,3.0,10
4.37,4.0,10
4.63,5.0,10
4.82,6.0,10
4.91,7.0,10
4.91,8.0,10
4.91,9.0,10
4.93,10.0,10
4.97,11.0,10
4.97,12.0,10
4.98,13.0,10
4.98,14.0,10
4.98,15.0,10
4.98,16.0,10
4.98,17.0,10
5.0,18.0,10
5.0,19.0,10
5.0,20.0,10
5.0,21.0,10
5.0,22.0,10
5.0,23.0,10
5.0,24.0,10
5.0,25.0,10
5.0,26.0,10
5.0,27.0,10
5.0,28.0,10
5.0,29.0,10
5.0,30.0,10
5.0,31.0,10
5.0,32.0,10
5.0,33.0,10
5.0,34.0,10
5.0,35.0,10
5.0,36.0,10
5.0,37.0,10
5.0,38.0,10
5.0,39.0,10
5.0,40.0,10
5.0,41.0,10
5.0,42.0,10
5.0,43.0,10
5.0,44.0,10
5.0,45.0,10
5.0,46.0,10
5.0,47.0,10
5.0,48.0,10
5.0,49.0,10
5.0,50.0,10
5.0,51.0,10
5.0,52.0,10
5.0,53.0,10
5.0,54.0,10
5.0,55.0,10
5.0,56.0,10
5.0,57.0,10
5.0,58.0,10
5.0,59.0,10
5.0,60.0,10
5.0,61.0,10
5.0,62.0,10
5.0,63.0,10
5.0,64.0,10
5.0,65.0,10
5.0,66.0,10
5.0,67.0,10
5.0,68.0,10
5.0,69.0,10
5.0,70.0,10
5.0,71.0,10
5.0,72.0,10
5.0,73.0,10
5.0,74.0,10
5.0,75.0,10
5.0,76.0,10
5.0,77.0,10
5.0,78.0,10
5.0,79.0,10
5.0,80.0,10
5.0,81.0,10
5.0,82.0,10
5.0,83.0,10
5.0,84.0,10
5.0,85.0,10
5.0,86.0,10
5.0,87.0,10
5.0,88.0,10
5.0,89.0,10
5.0,90.0,10
5.0,91.0,10
5.0,92.0,10
5.0,93.0,10
5.0,94.0,10
5.0,95.0,10
5.0,96.0,10
5.0,97.0,10
5.0,98.0,10
5.0,99.0,10
5.0,100.0,10
5.0,101.0,10
5.0,102.0,10
5.0,103.0,10
5.0,104.0,10
5.0,105.0,10
5.0,106.0,10
5.0,107.0,10
5.0,108.0,10
