number_of_targets,number_of_species,threshold
1.43,1.0,20
2.54,2.0,20
3.24,3.0,20
3.59,4.0,20
3.81,5.0,20
4.09,6.0,20
4.27,7.0,20
4.43,8.0,20
4.55,9.0,20
4.62,10.0,20
4.7,11.0,20
4.78,12.0,20
4.82,13.0,20
4.85,14.0,20
4.86,15.0,20
4.9,16.0,20
4.91,17.0,20
4.96,18.0,20
4.96,19.0,20
4.97,20.0,20
4.97,21.0,20
4.97,22.0,20
4.97,23.0,20
4.97,24.0,20
4.98,25.0,20
4.98,26.0,20
4.99,27.0,20
4.99,28.0,20
4.99,29.0,20
4.99,30.0,20
5.0,31.0,20
5.0,32.0,20
5.0,33.0,20
5.0,34.0,20
5.0,35.0,20
5.0,36.0,20
5.0,37.0,20
5.0,38.0,20
5.0,39.0,20
5.0,40.0,20
5.0,41.0,20
5.0,42.0,20
5.0,43.0,20
5.0,44.0,20
5.0,45.0,20
5.0,46.0,20
5.0,47.0,20
5.0,48.0,20
5.0,49.0,20
5.0,50.0,20
5.0,51.0,20
5.0,52.0,20
5.0,53.0,20
5.0,54.0,20
5.0,55.0,20
5.0,56.0,20
5.0,57.0,20
5.0,58.0,20
5.0,59.0,20
5.0,60.0,20
5.0,61.0,20
5.0,62.0,20
5.0,63.0,20
5.0,64.0,20
5.0,65.0,20
5.0,66.0,20
5.0,67.0,20
5.0,68.0,20
5.0,69.0,20
5.0,70.0,20
5.0,71.0,20
5.0,72.0,20
5.0,73.0,20
5.0,74.0,20
5.0,75.0,20
5.0,76.0,20
5.0,77.0,20
5.0,78.0,20
5.0,79.0,20
5.0,80.0,20
5.0,81.0,20
5.0,82.0,20
5.0,83.0,20
5.0,84.0,20
5.0,85.0,20
5.0,86.0,20
5.0,87.0,20
5.0,88.0,20
5.0,89.0,20
5.0,90.0,20
5.0,91.0,20
5.0,92.0,20
5.0,93.0,20
5.0,94.0,20
5.0,95.0,20
5.0,96.0,20
5.0,97.0,20
5.0,98.0,20
5.0,99.0,20
5.0,100.0,20
5.0,101.0,20
5.0,102.0,20
5.0,103.0,20
5.0,104.0,20
5.0,105.0,20
5.0,106.0,20
5.0,107.0,20
5.0,108.0,20
