number_of_targets,number_of_species,threshold
1.25,1.0,24
2.13,2.0,24
2.75,3.0,24
3.23,4.0,24
3.6,5.0,24
3.8,6.0,24
4.15,7.0,24
4.38,8.0,24
4.52,9.0,24
4.62,10.0,24
4.66,11.0,24
4.76,12.0,24
4.84,13.0,24
4.9,14.0,24
4.9,15.0,24
4.91,16.0,24
4.91,17.0,24
4.92,18.0,24
4.94,19.0,24
4.95,20.0,24
4.96,21.0,24
4.96,22.0,24
4.97,23.0,24
4.98,24.0,24
4.99,25.0,24
4.99,26.0,24
4.99,27.0,24
4.99,28.0,24
4.99,29.0,24
4.99,30.0,24
4.99,31.0,24
4.99,32.0,24
4.99,33.0,24
5.0,34.0,24
5.0,35.0,24
5.0,36.0,24
5.0,37.0,24
5.0,38.0,24
5.0,39.0,24
5.0,40.0,24
5.0,41.0,24
5.0,42.0,24
5.0,43.0,24
5.0,44.0,24
5.0,45.0,24
5.0,46.0,24
5.0,47.0,24
5.0,48.0,24
5.0,49.0,24
5.0,50.0,24
5.0,51.0,24
5.0,52.0,24
5.0,53.0,24
5.0,54.0,24
5.0,55.0,24
5.0,56.0,24
5.0,57.0,24
5.0,58.0,24
5.0,59.0,24
5.0,60.0,24
5.0,61.0,24
5.0,62.0,24
5.0,63.0,24
5.0,64.0,24
5.0,65.0,24
5.0,66.0,24
5.0,67.0,24
5.0,68.0,24
5.0,69.0,24
5.0,70.0,24
5.0,71.0,24
5.0,72.0,24
5.0,73.0,24
5.0,74.0,24
5.0,75.0,24
5.0,76.0,24
5.0,77.0,24
5.0,78.0,24
5.0,79.0,24
5.0,80.0,24
5.0,81.0,24
5.0,82.0,24
5.0,83.0,24
5.0,84.0,24
5.0,85.0,24
5.0,86.0,24
5.0,87.0,24
5.0,88.0,24
5.0,89.0,24
5.0,90.0,24
5.0,91.0,24
5.0,92.0,24
5.0,93.0,24
5.0,94.0,24
5.0,95.0,24
5.0,96.0,24
5.0,97.0,24
5.0,98.0,24
5.0,99.0,24
5.0,100.0,24
5.0,101.0,24
5.0,102.0,24
5.0,103.0,24
5.0,104.0,24
5.0,105.0,24
5.0,106.0,24
5.0,107.0,24
5.0,108.0,24
