ref_info,seanuts_id2,notes,food_name_clean,species_name,length_from_study,weight_from_study,length_source,season,country_region,abs_lat,Mar_fresh,wild_farmed,subgroup,body_parts_included_excluded,included_excluded,protein_g,fat_g,X20,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,vit_a_IU,K_mg,mg_mg,tl,X32,latitude,slmax,isscaap_cat
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1948,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already","Bele, Bailla",Glossogobius giuris,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,16.6,0.4,NA,NA,NA,NA,NA,790,2.1,2.3,NA,210,38,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1949,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Boro Kholisha,Colisa fasciata,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,15.2,2.5,NA,NA,NA,NA,NA,1700,2.3,4.1,46.0,210,44,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1950,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Chanda,Pseudambassis ranga,NA,NA,NA,July–September 2012,Khulna,23.81,freshwater,wild,finfish,Viscera<comma> fins,excluded,15.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,336.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1951,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Chapila,Gudusia chapra,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,15.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,73.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1952,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Chela,Chela cachius,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,15.2,2.4,NA,NA,NA,NA,NA,1000,4.7,0.84,132.0,85,39,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1953,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Darkina,Esomus danricus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> scales,excluded,15.5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,660.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1954,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Dhela,Osteobrama cotio cotio,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,14.7,3.8,NA,NA,NA,NA,NA,1200,3.7,1.8,NA,110,39,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1955,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Ekthute,Hyporhamphus limbatus,NA,NA,NA,July–September 2012,Khulna,23.81,freshwater,wild,finfish,Viscera<comma> fins,excluded,17.9,1.7,NA,NA,NA,NA,NA,1300,3.6,1.5,NA,140,51,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1956,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Foli,Notopterus notopterus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> operculum,excluded,20.5,0.6,NA,NA,NA,NA,NA,230,1.6,1.7,NA,280,34,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1957,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Golsha,Mystus cavasius,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> barbell,excluded,16.8,5.1,NA,NA,NA,NA,NA,120,1.3,1.8,NA,210,26,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1958,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Guchi,Mastacembelus pancalus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins,excluded,17.9,2.6,NA,NA,NA,NA,NA,NA,NA,NA,78.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1959,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Gutum,Lepidocephalichthys guntea,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins,excluded,17.2,3.9,NA,NA,NA,NA,NA,950,2.5,3.3,76.0,240,57,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1960,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Jat Punti,Puntius sophore,NA,NA,NA,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,15.7,7.2,NA,329,2.5,40.0,86.0,NA,NA,NA,54.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1961,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Kachki,Corica soborna,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,No parts removed,excluded,11.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,78.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1962,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already","Kajuli, Bashpata",Ailia coila,NA,NA,NA,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,17.1,12.6,NA,NA,NA,NA,NA,110,1.2,0.82,NA,130,22,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1963,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Kakila,Xenontedon cancila,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> snout,excluded,17.1,1.2,NA,NA,NA,NA,NA,610,1.9,0.65,91.0,190,35,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1964,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Koi,Anabas testudineus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,15.5,12.8,NA,377,1.9,30.0,170.0,85,0.6,0.87,295.0,260,21,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1965,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already","Kuli, Bhut Bailla",Eleotris fusca,NA,NA,NA,July–September 2012,Khulna,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,16.9,1.2,NA,NA,NA,NA,NA,980,2,0.79,NA,190,39,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1966,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Magur,Clarias batrachus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> gills<comma> barbell,excluded,16.5,1.3,NA,NA,NA,NA,NA,59,0.74,1.2,25.0,350,26,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1967,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Meni,Nandus nandus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales<comma> gills<comma> operculum,excluded,16.7,1.7,NA,NA,NA,NA,NA,1300,1.6,0.84,NA,250,44,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1968,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Modhu Pabda,Ompok pabda,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> fins<comma> viscera,excluded,16.2,9.5,NA,402,1.7,68.0,100.0,91,0.9,0.46,NA,230,23,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1969,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Mola,Amblypharyngodon mola,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,17.3,4.5,NA,NA,NA,NA,NA,NA,NA,NA,2503.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1970,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Mola (cultured),Amblypharyngodon mola,NA,NA,NA,July–September 2012,Dinajpur,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,14.7,4.6,NA,NA,NA,NA,NA,1400,4.2,19,NA,58,49,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1971,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already","Rani, Bou",Botia dario,NA,NA,NA,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Viscera<comma> fins,excluded,14.9,10.6,NA,719,2.7,96.0,120.0,1300,4,2.5,NA,160,45,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1972,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Shing,Heteropneustes fossilis,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> barbell<comma> gills,excluded,19.1,1.9,NA,NA,NA,NA,NA,60,1.1,2.2,32.0,300,37,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1973,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Taki,Channa punctatus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,18.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,139.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1974,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tara Baim,Macrognathus aculeatus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera,excluded,17.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,83.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1975,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tengra,Mystus vittatus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> barbel,excluded,15.1,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1976,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tit Punti,Puntius ticto,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,finfish,Viscera<comma> fins<comma> scales,excluded,15.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,21.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1977,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Gojar,Channa marulius,NA,NA,NA,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,17.1,0.3,NA,NA,NA,NA,NA,9.3,0.6,0.43,NA,300,23,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1978,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Ilish,Tenualosa ilisha,NA,NA,NA,July–September 2012,Khulna,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,16.4,18.3,NA,2034,3.6,1200.0,310.0,220,1.2,1.9,NA,280,27,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1979,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Jatka Ilish,Tenualosa ilisha (juvenile),NA,NA,NA,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,19.0,7.7,NA,875,1.6,430.0,230.0,500,1.8,2.5,NA,280,32,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1980,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Shol,Channa striatus,NA,NA,NA,July–September 2012,Sylhet,23.81,freshwater,wild,finfish,Bones<comma> viscera<comma> scales<comma> gills<comma> fins,excluded,18.7,0.3,NA,NA,NA,NA,NA,96,0.73,0.41,NA,350,27,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1981,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Harina Chingri,Metapenaeus monoceros,NA,NA,NA,July–September 2012,Khulna,23.81,freshwater,wild,crustacean,Viscera<comma> shell<comma> legs<comma> tail,excluded,17.6,1.0,NA,NA,NA,NA,NA,550,1.3,2.7,NA,210,45,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1982,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Najari Icha,Macrobrachium malcolmsonii,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,wild,crustacean,Viscera<comma> shell<comma> legs<comma> tail,excluded,15.7,2.2,NA,NA,NA,NA,NA,1200,3.3,13,NA,200,52,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1983,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Catla,Catla catla,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,14.9,0.7,NA,NA,NA,NA,NA,210,1.1,0.83,NA,310,28,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1984,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Mrigal,Cirrhinus mrigala,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,18.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,15.0,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1985,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Rui,Labeo rohita,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> scales<comma> fins<comma> gills<comma> snout<comma> operculum,excluded,18.2,3.0,NA,NA,NA,NA,NA,51,1,0.98,13.0,330,28,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1986,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Common Carp,Cyprinus carpio,NA,NA,NA,July–September 2012,Khulna,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills<comma> operculum,excluded,16.4,2.9,NA,NA,NA,NA,NA,37,2.2,1.1,NA,300,26,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1987,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Grass Carp,Ctenopharyngodon idella,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills<comma> operculum,excluded,15.2,1.1,NA,NA,NA,NA,NA,54,0.91,0.46,NA,300,27,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1988,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Silver Carp,Hypophthalmichthys molitrix,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> gills<comma> fins<comma> operculum,excluded,17.2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1989,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Thai Pangas,Pangasianodon hypophthalmus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> gills<comma> fins<comma> operculum,excluded,16.0,17.7,NA,244,2.6,13.0,37.0,8.6,0.65,0.69,NA,250,21,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1990,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Majhari Thai Pangas,Pangasianodon hypophthalmus (juvenile),NA,NA,NA,July–September 2012,Sylhet,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> barbel,excluded,18.6,1.4,NA,211,0.5,38.0,60.0,59,1.1,2.7,NA,260,21,NA,NA,NA,NA,NA
