fdis,replicate,grams_required,species_number
1.7993942834730443,1,245.62989569258247,20
1.745809803029206,2,348.428008966214,20
1.6433453544806198,3,245.10805497461007,20
1.7255333481532695,4,278.28609764702134,20
1.795696111931062,5,239.4908787977985,20
1.7558962961906253,6,216.71147855989474,20
1.7347304049448464,7,225.7399618708078,20
1.6808948787270501,8,295.4829096666188,20
1.7478080457544127,9,227.89328675736837,20
1.72013150741305,10,255.72421715410303,20
1.6455128860373762,11,279.69658189895534,20
1.7447751442914985,12,212.92506779727728,20
1.6742067973329668,13,384.2491984134778,20
1.7583891171905417,14,298.3645890960174,20
1.6012066865565049,15,208.64127812426855,20
1.7256436811361309,16,223.77416405347773,20
1.7433729643753928,17,236.8146549428794,20
1.6595118863807996,18,175.39718794528287,20
1.677513939857174,19,222.90085371455626,20
1.6910692774321476,20,409.74500446451333,20
1.6394493751176615,21,280.3467214034988,20
1.7266261459913235,22,232.18319586440816,20
1.520673346930834,23,249.64959071171432,20
1.7199183442025388,24,292.62649945857135,20
1.6636408356250474,25,323.66474579589294,20
1.7729306357704673,26,268.24225096566096,20
1.5471597295368134,27,227.58045719861397,20
1.5899764901813174,28,236.81561110666607,20
1.646647005891526,29,241.0214350691697,20
1.7265254175514506,30,234.63210977642206,20
1.7288668724925642,31,235.78716903699222,20
1.7194381225507964,32,283.0723094635522,20
1.6090612415219443,33,207.09832239401277,20
1.5989062595817716,34,259.62858994333527,20
1.7229844428828494,35,219.3693687258727,20
1.56422053572119,36,406.8301426617505,20
1.7643018444011598,37,319.5200631790129,20
1.50133753528359,38,388.3002551282106,20
1.676085829895842,39,308.0164657046553,20
1.63405666024348,40,258.6057511277902,20
1.794895999106112,41,487.9275998053969,20
1.7416892835374056,42,285.5130760899655,20
1.6289557899529676,43,227.11354159985567,20
1.5385380064797594,44,270.17593127880855,20
1.687851820520163,45,214.5683683507923,20
1.7170378018992054,46,273.86916487510587,20
1.602459438529479,47,234.26860150172539,20
1.7543982897450712,48,280.3134599276037,20
1.7562440711482576,49,269.6863104646286,20
1.659876754716273,50,303.2418904604854,20
1.6997971053608727,51,252.710317736072,20
1.6994565746195867,52,210.6252852562876,20
1.744614994557478,53,251.45000454800675,20
1.5570520523548483,54,368.6481575890291,20
1.7229543841844914,55,327.0215152905268,20
1.652865560322826,56,189.58493541106552,20
1.6617240994808633,57,300.454087377955,20
1.8054837063374412,58,283.01960006463383,20
1.6945657477450191,59,366.8504569227797,20
1.800314070842467,60,481.18137317741923,20
1.6748591998912712,61,178.0551019963725,20
1.6407979888578978,62,231.05920639628042,20
1.5893268124319762,63,197.8916176424062,20
1.6280233823022243,64,203.9291938028066,20
1.7572268036426866,65,283.1753971027758,20
1.7257380488279346,66,270.3131799118319,20
1.7167519763338164,67,232.79295191624627,20
1.6081726126297298,68,270.98804697314785,20
1.7134897145602217,69,329.1238771565147,20
1.7076459686803065,70,406.4834757106125,20
1.5746326874702654,71,167.86492098118651,20
1.7404159208021486,72,337.4432866098965,20
1.6390281248956264,73,338.0943296596192,20
1.6594312538751474,74,211.80332232068096,20
1.6507720213097543,75,265.50864917143053,20
1.7582665472347618,76,241.9271845104409,20
1.6074993107766518,77,224.77979891758773,20
1.7036873106365147,78,253.7782903653384,20
1.6515738181976207,79,263.37946794002977,20
1.650135327577575,80,328.1288303059423,20
1.7359094757648197,81,282.25992552281286,20
1.7681069685757336,82,241.63373621396016,20
1.7028700470223825,83,268.0987973553964,20
1.692888541781197,84,282.70894145989115,20
1.6607354461795443,85,340.4813236299729,20
1.7364408923193895,86,314.0715116299245,20
1.6345992344807736,87,497.2625445778291,20
1.7437277184672024,88,260.4488117658516,20
1.6547603798759283,89,323.2532068588124,20
1.6478966032525506,90,225.33020901473708,20
1.7049521726590982,91,305.358195933957,20
1.6751440044861,92,215.18046145884668,20
1.7215766785417592,93,240.65304369895128,20
1.757252843055232,94,355.3093343945924,20
1.725005805811557,95,317.1535904205273,20
1.681327115850581,96,292.7640383642004,20
1.6888495761113762,97,197.5229449235791,20
1.6488349976017236,98,222.01522614225897,20
1.6869791086447008,99,147.12504654252683,20
1.6193001473007496,100,290.1781029568232,20
1.597778439051975,101,339.79447032903306,20
1.698756332638764,102,302.85381479324406,20
1.67461190357369,103,253.468397384823,20
1.6780477364952158,104,250.55635691057054,20
1.6901995099813543,105,253.9947050839258,20
1.7588207130168072,106,254.02805537466213,20
1.6823186061875177,107,210.05239375048663,20
1.6217773550383132,108,327.2029006292438,20
1.6305973692794793,109,290.85604011043296,20
1.5891843947067084,110,208.76760632831653,20
1.641015079429493,111,204.07513972482025,20
1.5615484859535522,112,345.4275086937764,20
1.752422719159648,113,168.15963562369393,20
1.66971685246619,114,292.4063973182156,20
1.7818168558948784,115,314.8332765889186,20
1.5943182520492125,116,262.5375742645961,20
1.694478080131918,117,213.67605382043476,20
1.8276504321226246,118,226.274605864992,20
1.649125276390667,119,266.34583373292367,20
1.6481241504220758,120,251.37979157903106,20
1.680580476096667,121,304.2127758501115,20
1.656330830229685,122,273.9038432188447,20
1.757228872437718,123,208.05607831250603,20
1.6203464601453148,124,206.85974149430794,20
1.6585547415673865,125,301.2785218654994,20
1.600772138745477,126,335.69551379685566,20
1.733866571563441,127,243.26885094011828,20
1.8411968047698455,128,322.87388507611564,20
1.6858075939223642,129,189.68499995609142,20
1.6638595148705853,130,363.60476364194767,20
1.6420879557103505,131,222.12104611664356,20
1.767407901887026,132,206.4669149242877,20
1.7456818901999118,133,376.76942757614086,20
1.7669415273143438,134,213.52640632590152,20
1.6079256927252927,135,308.1292654940417,20
1.6833077551551594,136,192.04234779977125,20
1.836593786034861,137,191.41272892018023,20
1.7212737084976588,138,272.9688674078117,20
1.736156686486338,139,236.59534608073287,20
1.6532264455506396,140,418.03547893013587,20
1.6034423073343156,141,215.63277092213647,20
1.6364950553462045,142,247.3620345154333,20
1.7654068551586246,143,201.09067238880257,20
1.7544428713963296,144,214.00715808297417,20
1.6789854405887354,145,329.25679147448255,20
1.652387507854474,146,240.90200046643227,20
1.66270304485808,147,220.97294979764757,20
1.7315912196094292,148,239.16266101044675,20
