fdis,targets,replicate
1.7435796482192267,5,1
1.7605338668756914,5,2
1.764264320586409,4,3
1.8400004112958357,5,4
1.7079872417296234,5,5
1.8613664850985596,5,6
1.705371234627124,2,7
1.6090665924095604,3,8
1.7079037770324756,5,9
1.7604866632577387,5,10
1.7851131910378168,4,11
1.7838596825975082,3,12
1.7304806776705088,4,13
1.804976375023538,5,14
1.6534380676737523,5,15
1.79280880600124,5,16
1.6315096371359759,4,17
1.8023535227594665,3,18
1.7467198471987473,4,19
1.7070368611871376,2,20
1.7823287191306032,5,21
1.7170217086411022,4,22
1.6862666886366946,4,23
1.7792420880433597,5,24
1.7787076476062744,5,25
1.655128013629665,3,26
1.7183131910735159,5,27
1.757113042849023,5,28
1.7187490481868988,5,29
1.7266490826358805,4,30
1.7187393719850277,3,31
1.7994386458252698,4,32
1.842126116617862,5,33
1.7613670692607115,5,34
1.7937330083628982,4,35
1.7169358985272634,5,36
1.7248734342190482,4,37
1.7530010473300532,5,38
1.8152412827047448,4,39
1.6595881907269086,3,40
1.6567907718112629,4,41
1.7526355595498608,3,42
1.822473561436094,5,43
1.7981784945640147,5,44
1.7741688432842608,5,45
1.7179230560152057,3,46
1.755703086108965,5,47
1.6610201234550022,3,48
1.7141375138543158,5,49
1.731032570872492,4,50
1.7382111430813656,3,51
1.809989728278365,5,52
1.7306078075509082,5,53
1.6793273590882876,5,54
1.7515875281672724,4,55
1.7017318183278882,5,56
1.7541923797929102,3,57
1.7547590161111644,5,58
1.8202682718911902,2,59
1.79786422230126,4,60
1.7121773939838534,4,61
1.8014322786261996,3,62
1.7313103876456126,3,63
1.8443576740511154,4,64
1.7942706186895436,5,65
1.7481882526168069,5,66
1.7911249387702028,5,67
1.7334109734462995,5,68
1.7312195944473552,3,69
1.7597800835389237,4,70
1.7635448935009357,4,71
1.7256997477596285,5,72
1.7274029155352775,5,73
1.7740880787752136,3,74
1.7609876620644591,3,75
1.7108465411782618,4,76
1.751617170694045,4,77
1.6589418111571974,5,78
1.7044516714011777,5,79
1.8051301163795965,4,80
1.7416056335298535,4,81
1.7758954929517645,3,82
1.770891586493826,5,83
1.8041162354914948,3,84
1.7586347864696001,4,85
1.6800326779163683,3,86
1.5503008619650624,5,87
1.8049516205109313,5,88
1.8031778507850003,4,89
1.7182209489727875,4,90
1.7254387786932992,5,91
1.7743345015455891,4,92
1.74209543014202,4,93
1.6963746653063918,5,94
1.7844897059613334,5,95
1.7669069304561655,4,96
1.686890546281146,5,97
1.655663066000154,2,98
1.7495876034028242,4,99
1.7708819795637247,4,100
1.6589190864625372,3,101
1.6619428330733463,2,102
1.795128228386125,4,103
1.765427797764924,5,104
1.7197274768910333,4,105
1.6768702631013674,3,106
1.7357229778558019,5,107
1.79358080864688,3,108
1.707395151351081,2,109
1.8135228581828677,5,110
1.654860185379659,3,111
1.6564109252537336,4,112
1.7084694243144074,4,113
1.649978202196404,5,114
1.7047049401258612,5,115
1.5709831758841377,4,116
1.8103953215916158,4,117
1.771326023223691,3,118
1.7918365696609881,3,119
1.8395085656866652,5,120
1.67536168481096,4,121
1.7366247899423815,5,122
1.811040356896605,5,123
1.8183014807189761,5,124
1.74689415458104,3,125
1.7800281253786399,3,126
1.6838468671159892,4,127
1.5329175382329727,3,128
1.7267147520309216,5,129
1.7232950375340672,5,130
1.8649185400554669,5,131
1.7822560091782478,4,132
1.8017331881612992,3,133
1.770535626521187,3,134
1.698990711904747,5,135
1.7695265773142623,4,136
1.7218708590277139,3,137
1.7867842356130528,3,138
1.7585376997067328,4,139
1.8407262583702053,5,140
1.6959881909199754,4,141
1.7830436595810961,5,142
1.7271656687129795,5,143
1.7213306555067085,5,144
1.804505232713026,5,145
1.7026925156290578,3,146
1.7132944457115873,4,147
1.832167418659012,4,148
1.7525320256702215,3,149
1.7170931875636106,4,150
1.7735462424565853,4,151
1.6939424469739985,4,152
1.747859925966969,2,153
1.6559011029859179,5,154
1.6621986533518516,5,155
1.619943622958487,4,156
1.7308896744919142,3,157
1.811615908769428,5,158
1.7164387586155894,3,159
1.7150712910301422,5,160
1.7606476666160122,4,161
1.8240857041481366,5,162
1.6859928941521318,3,163
1.8015512190401282,5,164
1.7211144136805465,3,165
1.7707042657978054,4,166
1.7394121876599307,3,167
1.7054879487439816,2,168
1.7764969600297256,4,169
1.7210847248321706,5,170
1.750407094465358,4,171
1.6271597031145855,5,172
1.690873486564272,3,173
1.791124560046984,3,174
1.6990797004188418,4,175
1.6365118854382648,5,176
1.7574111257488088,5,177
1.77127099398706,5,178
1.7320478637173136,5,179
1.7736530187739714,4,180
1.8337041761311585,4,181
1.8076632294637016,4,182
1.8298506914666635,3,183
1.8112031207424313,5,184
1.700479967461403,4,185
1.6921257972934298,5,186
1.7587261208341658,5,187
1.712689644977417,4,188
1.6425865700210422,3,189
1.7817361312266722,3,190
1.6815559830763473,5,191
1.7472311605613655,5,192
1.7549298290677533,4,193
1.6832069628552868,4,194
1.7574369965163736,5,195
1.8254899892212382,5,196
1.7221812681119613,5,197
1.7268239414952866,5,198
1.7625987907472234,4,199
1.795529857588487,5,200
1.7521780932146438,4,201
1.791720380963082,3,202
1.6294309782863465,3,203
1.7540770925137266,5,204
1.6851418559073683,5,205
1.826827555871743,4,206
1.7244987129123248,4,207
1.670838046063798,3,208
1.7991070595472192,5,209
1.7943552319864646,5,210
1.7165351701770497,5,211
1.6974264512197201,3,212
1.7932658049027732,3,213
1.8398184688222305,4,214
1.6969844075079432,4,215
1.6798233158336717,4,216
1.6804849670655522,3,217
1.7404689759020093,5,218
1.863669241881664,4,219
1.766140530427562,4,220
1.7131487744682832,4,221
1.5537513110999215,4,222
1.7747981957948913,5,223
1.711298692761149,3,224
1.7464029393658689,4,225
1.7838647246525636,5,226
1.7430679165884502,4,227
1.784461285417547,3,228
1.760623749265524,3,229
1.6629471557933784,5,230
1.6748535886125429,4,231
1.7963009509165737,5,232
1.6951593503645703,5,233
1.7872839719865161,4,234
1.7653991227153942,3,235
1.7786382291996783,5,236
1.742870451618097,4,237
1.7792563499963905,2,238
1.741901962780507,5,239
1.8157699893339352,4,240
1.582565461033778,4,241
1.7442308024900608,5,242
1.8186116319976002,5,243
1.7145025031304182,4,244
1.7499488256244118,3,245
1.793098508084397,5,246
1.7174865399426427,2,247
1.7966860219570886,5,248
1.7097376085097147,3,249
1.7027953351591243,5,250
1.8058402378325678,4,251
1.748328538770205,5,252
1.8013798454980727,5,253
1.7064977057554078,2,254
1.765994606225437,5,255
1.7248125946251531,4,256
1.8007359709041288,4,257
1.7331722667947933,5,258
1.763663245945848,4,259
1.630375490088977,3,260
1.5834868768962767,5,261
1.6771592226720842,4,262
1.7331633786404521,3,263
1.7909053881641448,4,264
1.8100697077938794,5,265
1.7993721233262818,5,266
1.756063214811482,3,267
1.6913428686004184,5,268
1.6548821641961395,5,269
1.7475041770275666,5,270
1.7341630247072775,3,271
1.7938028975677422,4,272
1.6690652450483738,3,273
1.815332284690274,4,274
1.571692211358759,4,275
1.726694965876439,3,276
1.6290061282547093,4,277
1.5900672183646778,5,278
1.767293812879784,5,279
1.778616252797709,5,280
1.8141427300663615,5,281
1.7299733339426784,3,282
1.8072693984819364,5,283
1.6370673337299908,5,284
1.7240937198484154,2,285
1.774027343250803,5,286
1.786938695830432,3,287
1.8118009661494359,4,288
1.6674038421456026,5,289
1.7852631065729256,4,290
1.7898057675694699,5,291
1.8321266320363432,3,292
1.725594218164043,4,293
1.7082251402771575,5,294
1.7432168614204113,3,295
1.7950468770579888,5,296
1.7808194593970559,3,297
1.7384732980945898,4,298
1.7470682410860785,5,299
1.8150951057679632,4,300
1.8422974520148965,4,301
1.6928649586483338,3,302
1.7466758143677996,3,303
1.7575239108785006,4,304
1.7144244202629597,5,305
1.6195584660363902,4,306
1.8393758733603929,5,307
1.7450405193074083,2,308
1.5653978640864559,4,309
1.827581470097721,5,310
1.758169520698944,5,311
1.7934487456325983,4,312
1.642898446968815,3,313
1.800729415211525,5,314
1.6869114801426175,5,315
1.7492793132795967,5,316
1.721232022794791,3,317
1.8355808260806872,5,318
1.7145540022004226,5,319
1.8135070717624147,5,320
1.8383201376079867,5,321
1.796058696895782,5,322
1.7297898196830919,3,323
1.7618481650785385,5,324
1.7671775919996915,4,325
1.770881643016169,4,326
1.7587503154179576,3,327
1.8437444260809275,4,328
1.7613405005214013,4,329
1.7790864455792197,3,330
1.6425026410105796,2,331
1.798446007387423,3,332
1.617178512459337,5,333
1.811609182393143,3,334
1.8276140774109837,5,335
1.5970216704301394,5,336
1.7795821371114369,5,337
1.7425126949232588,4,338
1.8348172044732802,3,339
1.754509695732628,3,340
1.7636116903472998,4,341
1.779275499359311,4,342
1.815678985844734,5,343
1.8121153479291003,3,344
1.8155407499624487,5,345
1.7007406663253832,3,346
1.7536783658568098,3,347
1.4780482767585905,4,348
1.7839202362515905,4,349
1.8094597264797732,4,350
1.6838736429430117,5,351
1.6901376333090259,3,352
1.7317518941127457,4,353
1.791161583988978,5,354
1.6763837794147627,4,355
1.8009660498629638,5,356
1.826494211953337,4,357
1.818210824645087,4,358
1.6373752281440814,4,359
1.6225355069945766,5,360
1.6602474431521812,5,361
1.8281338104547582,5,362
1.7720135120667995,4,363
1.709156147497776,3,364
1.743768753381953,3,365
1.7505333781484151,4,366
1.7978586645779084,5,367
1.8073107860046709,3,368
1.7242057651715512,3,369
1.7881220932523891,5,370
1.8308099405545892,5,371
1.6857660685713245,4,372
1.836081925529033,5,373
1.8063262677306078,5,374
1.6735538365321088,5,375
1.772248746406453,3,376
1.7297976971375195,4,377
1.7747153569551877,3,378
1.7151915357866065,4,379
1.7146388935968446,5,380
1.67944241978589,2,381
1.6984806368912946,3,382
1.7308623434232715,4,383
1.7953267205567773,4,384
1.7552113955132367,4,385
1.619898187410854,4,386
1.665604101434304,5,387
1.7480487218812908,5,388
