Food.Item.ID,species,taxon,max_size,max_length,TL,Habitat,Subgroup,Abs_lat,Latitude,max_length_study,nutrient,concentration
900159,Abramis brama,"Carps, barbels and other cyprinids",8.90007469420244,82,2.9,freshwater,Finfish,41.53,41.53,30,CA_mg,53
900158,Abramis brama,"Carps, barbels and other cyprinids",8.90007469420244,82,2.9,freshwater,Finfish,41.53,41.53,36,CA_mg,52
900684,Abramis brama,"Carps, barbels and other cyprinids",8.90007469420244,82,2.9,marine,Finfish,53.875369,53.875369,NA,CA_mg,NA
900123,Abramis brama,"Carps, barbels and other cyprinids",8.90007469420244,82,2.9,freshwater,Finfish,54.084241,54.084241,33.2,CA_mg,11.6
900122,Abramis brama,"Carps, barbels and other cyprinids",8.90007469420244,82,2.9,freshwater,Finfish,54.00394,54.00394,31.6,CA_mg,20.92
900124,Abramis brama,"Carps, barbels and other cyprinids",8.90007469420244,82,2.9,freshwater,Finfish,54.117096,54.117096,38,CA_mg,11.46
900125,Abramis brama,"Carps, barbels and other cyprinids",8.90007469420244,82,2.9,freshwater,Finfish,54.117096,54.117096,50.5,CA_mg,12.11
900225,Abramis brama,"Carps, barbels and other cyprinids",8.90007469420244,82,2.9,freshwater,Finfish,41.53,41.53,NA,CA_mg,NA
902192,Abramis spp,"Carps, barbels and other cyprinids",8.90007469420244,82,2.9,marine,Finfish,61.92411,61.92411,NA,CA_mg,NA
900073,Ageneiosus brevifilis,Miscellaneous freshwater fishes,2.45121049059286,59,4,freshwater,Finfish,19.427757,-19.427757,39,CA_mg,NA
900150,Albatrossia pectoralis,"Cods, hakes, haddocks",35.9594366751993,210,4.3,marine,Finfish,57.79,57.79,NA,CA_mg,NA
900328,Alectis alexandrinus,Miscellaneous pelagic fishes,NA,70,3.6,marine,Finfish,37.370157,37.370157,NA,CA_mg,NA
900082,Alepocephalus bairdii,Miscellaneous demersal fishes,6.76265706879437,100,3.7,marine,Finfish,57.596278,57.596278,NA,CA_mg,NA
900083,Alepocephalus spp,Miscellaneous demersal fishes,4.63956715804349,79,3.4,marine,Finfish,71.706936,71.706936,NA,CA_mg,NA
900290,Alosa alosa,Shads,2.78599417907132,68,3.62,marine,Finfish,42.163403,42.163403,NA,CA_mg,NA
900841,Alosa sapidissima,Shads,1.30797837810506,62,3.19,freshwater,Finfish,45.993164,45.993164,NA,CA_mg,14.4
900881,Aluterus monoceros,Miscellaneous coastal fishes,NA,76.2,3.5,marine,Finfish,23.372169,-23.372169,NA,CA_mg,NA
